annotator_id,text_ids
0,"[46079, 107652, 84075, 18195, 98784, 60112, 24581, 69058, 36558, 67110, 78869, 90785, 51013, 31856, 114548, 18714, 53866, 85351, 3823, 19390]"
1,"[43365, 74240, 65860, 57216, 96981, 97227, 97678, 91256, 22307, 63268, 87462, 37258, 88845, 100369, 9002, 76878, 47113, 15831, 69495, 83037]"
2,"[3828, 87940, 102336, 73487, 65132, 39031, 62654, 48779, 46114, 55620, 26863, 68956, 78880, 105042, 117434, 70719, 86108, 94366, 105831, 111721]"
3,"[13838, 95761, 100971, 70490, 68469, 107411, 100976, 48481, 78189, 30590, 56041, 91868, 28915, 17309, 36300, 74187, 93941, 20125, 119998, 2465]"
4,"[99126, 84353, 76439, 24348, 109962, 56216, 43056, 83674, 5876, 19376, 9443, 25518, 73395, 119891, 34061, 28574, 32903, 53875, 58000, 76285]"
5,"[66280, 18450, 94643, 73643, 74062, 29722, 37292, 87047, 79746, 59903, 117449, 117247, 67879, 31664, 57680, 15586, 31030, 113298, 3739, 8127]"
6,"[49477, 97790, 91885, 69195, 100638, 79043, 58166, 21178, 85119, 84259, 90722, 5063, 23000, 46747, 43300, 86485, 21681, 8909, 11462, 38844]"
7,"[58337, 78164, 111169, 21860, 90048, 52206, 113235, 118524, 11798, 11669, 20407, 55955, 71257, 41477, 60792, 103953, 6928, 18391, 83756, 18274]"
8,"[31008, 67735, 48807, 101250, 20949, 86986, 95544, 43803, 52110, 11539, 116412, 64228, 72166, 49934, 73740, 71406, 65234, 4967, 53745, 19282]"
9,"[56337, 33970, 60321, 14223, 107554, 11024, 21240, 102945, 92677, 58431, 107370, 7477, 119645, 40963, 94514, 6666, 76093, 61981, 19797, 61005]"
10,"[60276, 91845, 92781, 93148, 117543, 4982, 68624, 107034, 78886, 7312, 114548, 90719, 16411, 45533, 39218, 49438, 76655, 11951, 115135, 111182]"
