annotator_id,text_ids
1,"['16982012_gab', '1178999445687607302_twitter', '1178662130163290112_twitter', '1179057663545675776_twitter', '1179060032706465793_twitter', '25932103_gab', '1179105459518590977_twitter', '17711892_gab', '1179060056563818504_twitter', '1179084295748620288_twitter', '1178706365289816065_twitter', '27150234_gab', '16722976_gab', '1179036898611752962_twitter', '1178308562776395777_twitter', '1179066730179518464_twitter', '1179005332619743233_twitter', '1178739563805712384_twitter', '1179065805121544192_twitter', '1178258189067833345_twitter']"
2,"['1179053578285133824_twitter', '1179055816545984513_twitter', '1179095548453883906_twitter', '1179075546426286080_twitter', '1178649070388367361_twitter', '1178252704579112960_twitter', '17707630_gab', '19662257_gab', '1179099862752780288_twitter', '1179099205744418823_twitter', '1178827098921865216_twitter', '1179104578354237441_twitter', '15337378_gab', '1178536278805090304_twitter', '7047490_gab', '1177462206302048257_twitter', '1178639751412404225_twitter', '14419126_gab', '1178824729144246272_twitter', '23296281_gab']"
3,"['1160537199101841408_twitter', '1179099597702078464_twitter', '27088597_gab', '26934858_gab', '1178500111845904385_twitter', '1179095879652970497_twitter', '23464495_gab', '19793197_gab', '3942665_gab', '22531681_gab', '16678502_gab', '10762626_gab', '24015059_gab', '16683973_gab', '16575396_gab', '8213875_gab', '1082073825708253184_twitter', '17578395_gab', '18948105_gab', '1179103012075126785_twitter']"
4,"['17829883_gab', '9361416_gab', '10144695_gab', '6213420_gab', '11754870_gab', '1178518576283545602_twitter', '1178715987119656962_twitter', '27241910_gab', '1179086676750192641_twitter', '25021872_gab', '1178101883602272256_twitter', '24221461_gab', '26699755_gab', '1089732784174841857_twitter', '1178873849254961154_twitter', '27493631_gab', '1178855810211823616_twitter', '13068429_gab', '26779064_gab', '1081238592968638464_twitter']"
5,"['1179077357950263297_twitter', '19734849_gab', '1179087197733081088_twitter', '1179089265038249984_twitter', '1178885194830364673_twitter', '13565733_gab', '1179094410312785920_twitter', '1177712284845711360_twitter', '1179105162545098752_twitter', '16188198_gab', '1178490316212654085_twitter', '1179038745820987392_twitter', '1179080557793136640_twitter', '2694325_gab', '1177943113794502657_twitter', '1179084973795663877_twitter', '1179098867989647363_twitter', '25304489_gab', '1179021420971593728_twitter', '1178759495809425408_twitter']"
6,"['15086972_gab', '1170023024432693250_twitter', '1178345792639262720_twitter', '14441243_gab', '1109436617725566976_twitter', '1108932466599813120_twitter', '1171938311444815872_twitter', '1159208846235185153_twitter', '16457957_gab', '22247965_gab', '15354665_gab', '1092154818569879554_twitter', '1103360136586936320_twitter', '1179008707637596160_twitter', '3584277_gab', '1139155694266068992_twitter', '15115925_gab', '7083188_gab', '14064503_gab', '1145961984325799936_twitter']"
7,"['25666114_gab', '25711501_gab', '1108134533830983680_twitter', '1185629522105901061_twitter', '1159208846235185153_twitter', '1122401198831652865_twitter', '1087558410856525829_twitter', '1177750706603859969_twitter', '27988856_gab', '12866624_gab', '1087186820662624256_twitter', '1087114213099745281_twitter', '1144330047756443648_twitter', '1117653993294061569_twitter', '16088481_gab', '18524914_gab', '26779019_gab', '1092608520648880129_twitter', '1086634539886264320_twitter', '4569323_gab']"
8,"['1118341460657459200_twitter', '1088017464829521920_twitter', '1111576140592877569_twitter', '1092216453867159553_twitter', '1189161444853665792_twitter', '1123638363292987393_twitter', '1174396421044408321_twitter', '1142335165458505728_twitter', '1088895143925567488_twitter', '1170429494462533632_twitter', '1083131130046566402_twitter', '1177583026730983424_twitter', '1118282845263421445_twitter', '1125244030948921344_twitter', '1110229370558472196_twitter', '1179076499611226112_twitter', '1098560430950309888_twitter', '1081230732834603009_twitter', '1144390831601852416_twitter', '1098403681433780225_twitter']"
9,"['24356318_gab', '1178208628957995008_twitter', '1179100830290579456_twitter', '1178679386494533632_twitter', '1179094143907311617_twitter', '1178899041129771008_twitter', '1178420921255759873_twitter', '1177428537311158272_twitter', '1179048616914227200_twitter', '1178185856063946753_twitter', '5747853_gab', '1178682290408431617_twitter', '27431724_gab', '18585453_gab', '1179103951976882179_twitter', '1178805274209071105_twitter', '1177410989118984193_twitter', '1178669378700812294_twitter', '25043036_gab', '19872659_gab']"
10,"['1178854869366722560_twitter', '1179100356032290819_twitter', '1178900870156693505_twitter', '1178963215180541953_twitter', '24020918_gab', '26418398_gab', '1178808475960381440_twitter', '24449567_gab', '1179081578326085632_twitter', '1177937968796844033_twitter', '1178248136126394369_twitter', '27713812_gab', '1178861022104473603_twitter', '1178978640421363712_twitter', '1178629960837275649_twitter', '1179087676894412801_twitter', '15716977_gab', '1178818630567497731_twitter', '1178307077338329088_twitter', '18529253_gab']"
11,"['1178229707357245440_twitter', '16933823_gab', '1179068602034479104_twitter', '1179093737818996737_twitter', '1179098148310044672_twitter', '1179074152449368069_twitter', '22250251_gab', '1179014269729492992_twitter', '15215004_gab', '1178837672699269126_twitter', '10413780_gab', '1517164_gab', '1178646433957695489_twitter', '1178845742468870144_twitter', '13162665_gab', '1178727064397987840_twitter', '1179022900780601346_twitter', '1179027894179418112_twitter', '25250464_gab', '10340381_gab']"
12,"['1179100135315390464_twitter', '14557895_gab', '8183063_gab', '18851024_gab', '4565102_gab', '16324773_gab', '15297898_gab', '10212367_gab', '26934858_gab', '1178423738213289984_twitter', '24225614_gab', '12691758_gab', '362E9TQF2HRABD89HARI0Y2GDU9GIX_nf_6', '362E9TQF2HRABD89HARI0Y2GDU9GIX_nf_2', '15284640_gab', '1178992145933459456_twitter', '27201633_gab', '12533510_gab', '26702040_gab', '1178967473560915968_twitter']"
13,"['9827555_gab', '3988519_gab', '17057680_gab', '1733085_gab', '23079818_gab', '11172572_gab', '18905987_gab', '25643113_gab', '22881433_gab', '25878730_gab', '16878190_gab', '7546997_gab', '27789501_gab', '1170769_gab', '21296057_gab', '12125501_gab', '26728897_gab', '9392297_gab', '12695004_gab', '25725396_gab']"
14,"['1178912016574160896_twitter', '24751540_gab', '11620161_gab', '1178855810211823616_twitter', '15074528_gab', '1179038339149656064_twitter', '1178822727878070273_twitter', '1179060076474195970_twitter', '22876409_gab', '1179063343568449536_twitter', '1117509252044685318_twitter', '19897606_gab', '24385834_gab', '1179104396673716225_twitter', '1179050544075137026_twitter', '1178340389662711809_twitter', '1179104814782763008_twitter', '1178744957915586565_twitter', '1177798518422921218_twitter', '25007143_gab']"
15,"['8115064_gab', '27209395_gab', '19085590_gab', '1474697_gab', '17389341_gab', '8052436_gab', '25085831_gab', '12726876_gab', '20110849_gab', '15457141_gab', '15891136_gab', '23277533_gab', '24570164_gab', '18853541_gab', '1178194517368938499_twitter', '21549746_gab', '21849624_gab', '5325210_gab', '21990566_gab', '27134916_gab']"
16,"['1122625380182102018_twitter', '1178694780680720385_twitter', '1085371408476180481_twitter', '1179105444096348165_twitter', '1090673738545283074_twitter', '1088926500550774784_twitter', '1178147848724127745_twitter', '1178775205319188481_twitter', '1174340141881733122_twitter', '1082829400196825088_twitter', '1090581056984633344_twitter', '1178790620896354310_twitter', '1178888094675800064_twitter', '1189036177761931264_twitter', '1171661642561728513_twitter', '1178044392851959808_twitter', '1087092876666945543_twitter', '1179024656780681216_twitter', '1178715615651086336_twitter', '1104404346312130560_twitter']"
17,"['1178996720962871297_twitter', '14642341_gab', '1178823681029689344_twitter', '1178484789281775616_twitter', '1179056879101779970_twitter', '1178975559147282432_twitter', '1179026025805733889_twitter', '1178391890175123456_twitter', '1179099431016247296_twitter', '13791614_gab', '18143800_gab', '1178837154916704259_twitter', '15739905_gab', '26343766_gab', '1178569121371426816_twitter', '1179048983420899328_twitter', '1179084033000648704_twitter', '1178754612456755201_twitter', '1179104594833526784_twitter', '20923810_gab']"
18,"['1177974580964708353_twitter', '1179075536901087234_twitter', '1178843246837092353_twitter', '1179016927923986432_twitter', '1179080585202913280_twitter', '1178450704509394945_twitter', '17827276_gab', '1179048039811563520_twitter', '1178454017523027969_twitter', '1179103212663693319_twitter', '1178975080438784000_twitter', '1178860919637413888_twitter', '1179063404444737543_twitter', '1178941261065015299_twitter', '1179095291783450624_twitter', '13239417_gab', '1178813149178400768_twitter', '1179048198683258880_twitter', '1179040879350149120_twitter', '1179029850205503488_twitter']"
19,"['21078205_gab', '1179015263561375749_twitter', '3235496_gab', '1179097672722141184_twitter', '12388204_gab', '17552298_gab', '1178665123520622593_twitter', '1179070575823605760_twitter', '23568042_gab', '12893513_gab', '9535148_gab', '12857287_gab', '27431724_gab', '9206705_gab', '1178849207567798272_twitter', '12632852_gab', '1178767493952933894_twitter', '24414450_gab', '8511112_gab', '1178733292524163072_twitter']"
20,"['1080940449257455616_twitter', '1171259366865068037_twitter', '7573978_gab', '17929392_gab', '12294779_gab', '1119074088159367169_twitter', '1123697855301074944_twitter', '18489663_gab', '20151499_gab', '1766534_gab', '21037896_gab', '12075675_gab', '12098163_gab', '11823354_gab', '2794893_gab', '6213420_gab', '1178831186296094723_twitter', '16779605_gab', '22726083_gab', '1179094989172690944_twitter']"
