annotator_id,text_ids
0,"[27631, 5306, 10532, 26968, 9011, 12842, 24158, 25640, 10080, 1006, 21302, 14200, 1961, 27478, 13650, 8436, 13542, 9393, 2736, 8146]"
1,"[20978, 15176, 11311, 473, 25749, 17812, 3129, 21303, 15293, 11902, 26933, 24877, 21228, 27058, 13569, 5988, 19265, 3988, 16406, 1122]"
2,"[26218, 13399, 26936, 12261, 10748, 555, 25901, 16982, 8687, 12303, 24771, 21743, 20433, 20814, 22672, 21442, 15044, 15718, 16423, 22520]"
3,"[25838, 11332, 22092, 655, 14884, 14834, 12282, 18487, 10099, 22934, 14828, 26059, 23803, 26736, 13932, 22469, 26996, 18106, 18724, 15221]"
4,"[23649, 27161, 23662, 7286, 18038, 27316, 15619, 6245, 23120, 9409, 17296, 23174, 3121, 17294, 20118, 18266, 15465, 6666, 2907, 15937]"
5,"[20991, 18848, 7003, 11086, 8181, 696, 19798, 1083, 677, 17615, 6066, 18099, 7236, 11573, 12521, 5591, 4841, 17553, 24959, 4507]"
6,"[2025, 14832, 9334, 16619, 25145, 16686, 2973, 3136, 3855, 6230, 11064, 23962, 20777, 2071, 9265, 4122, 14362, 24832, 16640, 22940]"
7,"[13005, 7639, 20596, 12211, 24444, 12586, 16494, 23488, 1021, 13323, 17493, 20025, 18002, 3367, 2322, 12466, 14234, 22595, 19358, 17345]"
8,"[5887, 22789, 5769, 5844, 25034, 24503, 24647, 27111, 11665, 14148, 23673, 12360, 21749, 19949, 7293, 21220, 2309, 19750, 18908, 23677]"
9,"[23443, 24411, 2043, 19111, 21486, 15883, 24530, 11132, 13659, 1748, 6950, 767, 6780, 107, 8851, 22662, 17425, 5295, 6184, 24497]"
10,"[22857, 3660, 6274, 10424, 23633, 23179, 19025, 18872, 1444, 11015, 23090, 10332, 2989, 21766, 22313, 9602, 116, 18254, 4323, 4586]"
11,"[9615, 7832, 2663, 26517, 6359, 21423, 17752, 24560, 26548, 11622, 26600, 6, 5650, 9928, 7136, 16375, 18182, 26516, 27299, 27360]"
12,"[27558, 3154, 6050, 13203, 10554, 14908, 13987, 25800, 26762, 1593, 17893, 25826, 24160, 4149, 25335, 3834, 13328, 8679, 17116, 4395]"
13,"[25304, 9482, 12848, 7755, 3594, 832, 6915, 22746, 10379, 11548, 1884, 18514, 2944, 12899, 1724, 517, 13284, 13722, 6341, 13078]"
14,"[15686, 3843, 17563, 13779, 7177, 9686, 19258, 17159, 23641, 9684, 17160, 24209, 24672, 24676, 16609, 12716, 7464, 12213, 1180, 10509]"
15,"[19317, 25, 16605, 341, 23974, 27396, 21396, 20225, 24938, 27483, 22806, 7608, 12478, 19148, 9600, 16053, 5860, 8497, 19154, 11896]"
16,"[21375, 16251, 25025, 13851, 9114, 8313, 13703, 13994, 27657, 12405, 10304, 23159, 7276, 8512, 16772, 26730, 25439, 3411, 8529, 12918]"
17,"[5285, 10482, 21638, 2878, 6787, 19696, 22577, 1172, 6389, 4516, 23695, 23761, 3110, 4198, 20909, 23714, 22985, 14434, 5812, 16601]"
