annotator_id,text_ids
0,"['edob826', 'edgfjhm', 'ee4h4cu', 'edzup9f', 'ef4iykr', 'ed21ugn', 'ed9dve4', 'edbnkc6', 'ef6wqrp', 'ee681md', 'ed0odhh', 'edpwpju', 'edp4grt', 'eensbs3', 'ee5xqho', 'ee4djtm', 'eea08q2', 'ee21tnl', 'edtx2wi', 'ef3urs0']"
1,"['ed70zjm', 'eezgm9w', 'ed6w0sf', 'edwqht1', 'ees0kpt', 'edxmxnj', 'ed0tkbj', 'edpnax7', 'eedcavj', 'ed95zoz', 'eddmlmv', 'ed9yvld', 'edw5p89', 'edw4m95', 'eeyvbat', 'eefiopr', 'ef6g0a1', 'edciovq', 'eejrrp9', 'efb0qog']"
2,"['eenwrow', 'edp56l4', 'ed9va29', 'edls8pb', 'ed6s7f4', 'edt8hu9', 'eelqx18', 'efc2ddy', 'ed57kft', 'ed4ps0g', 'eehvzdn', 'edb7af8', 'eeb11v0', 'edv6g34', 'ee87jjz', 'ef2jtl9', 'ee6fojd', 'ed6gpgt', 'edyzg3s', 'edz79om']"
3,"['eerx99u', 'ed5sfeb', 'eduxg4q', 'edhf6yu', 'ed2qbu3', 'ee8tcw0', 'ed05i1t', 'edu653u', 'eenh2x1', 'ediwfj0', 'edffd44', 'eefvwwm', 'efbuoro', 'ee6sszn', 'edouvnq', 'ed4ibg1', 'efdng15', 'eelpgwa', 'ef74qzc', 'edxsdjs']"
4,"['ee0psuj', 'eevhufz', 'edvdtzf', 'edc9bsy', 'ee7s0nr', 'efepvfa', 'ef4bheg', 'ee8qzt8', 'eff78x6', 'ee2gc6b', 'ed78oc1', 'eeenjjo', 'eeuic1c', 'edggv4z', 'ee9wuqp', 'edwu742', 'edxrifg', 'edk0k2j', 'eddfspw', 'edjlwfg']"
5,"['edyaw53', 'edm6udd', 'efdkazj', 'edytzzk', 'effctat', 'ed4od6x', 'ef9lskt', 'eelke2a', 'ef6zcu0', 'edzbd7q', 'eeoa4wa', 'eeelsm7', 'eeizlx0', 'eekr69f', 'eeosnxn', 'ef7t2eu', 'ed5xb34', 'ed3tj0i', 'ed873ai', 'ecztmlp']"
6,"['ed3tljs', 'eesbe1p', 'eepgfj9', 'edf0k07', 'efgqj2o', 'ed9kwvh', 'ednq4rp', 'efh0x96', 'eeo8ikj', 'edkcj65', 'effzk6n', 'effyi6y', 'ee8w7n2', 'eee5gjo', 'edkhpq2', 'eef7mbh', 'ee5svjq', 'edzmlum', 'edkj6zy', 'edlhuid']"
7,"['edi29vh', 'ed30stt', 'eeqyftu', 'eerzeix', 'eczgmqi', 'ed6dxee', 'eely3mc', 'ef2fwvf', 'ed4hxuv', 'eeaqtts', 'ee4lqg1', 'ed13aoj', 'ed13wpz', 'ediwxlr', 'efc2t5t', 'ed7gpq8', 'ee3j70n', 'eeosndw', 'eemcysk', 'eewshbb']"
8,"['eeebcgg', 'eek5yoh', 'ef47otl', 'ef65r40', 'efdcz7e', 'edl8zej', 'efbh0ar', 'eerqci7', 'edltzyk', 'eed3vjm', 'ee39888', 'ed00o9u', 'ed16ggc', 'eep0bw6', 'ed7oa1k', 'eew7ppc', 'eed6tft', 'ee8r1pm', 'ee7fp9o', 'efgapuw']"
9,"['ee0b6m5', 'eeo9vsl', 'ef5nqvj', 'edtamzl', 'ee6x81b', 'eek1tox', 'eeh4gvh', 'eexmra6', 'ef8ijyn', 'ee9opsr', 'edni5bi', 'ee4w11y', 'ee0bp51', 'eetvoy1', 'ef83bvp', 'ee3srsc', 'eeq9i9c', 'edjoweb', 'efbxls1', 'efhahyp']"
