annotator_id,text_ids
1,"['1179023245778944001_twitter', '1178932262848647168_twitter', '1178913944489955328_twitter', '25296749_gab', '1178514989436375041_twitter', '1179085774526042113_twitter', '1690626_gab', '1179047731505049600_twitter', '1178701466401423360_twitter', '1178484246975045632_twitter', '1178858529370857474_twitter', '1179004887163498496_twitter', '1179065369094344705_twitter', '1178734502627217408_twitter', '23839232_gab', '1179080129022222337_twitter', '1179063615468576768_twitter', '3O0M2G5VC631OWMMIFJ4EG6A4ZD94K_nf_6', '21807183_gab', '1178282933305708554_twitter']"
2,"['14956810_gab', '1178428283081244672_twitter', '1179037524573872129_twitter', '12023581_gab', '7047490_gab', '19520125_gab', '1178871534632325120_twitter', '24305121_gab', '13379296_gab', '1178769319762808832_twitter', '1178871654128050176_twitter', '1179030196160208896_twitter', '1178747237465239554_twitter', '15743373_gab', '1178252704579112960_twitter', '1178956701233483778_twitter', '20055328_gab', '1179027260956954625_twitter', '14537047_gab', '21084011_gab']"
3,"['20088305_gab', '1179085312976445440_twitter', '2677289_gab', '25997755_gab', '1178713808510078979_twitter', '19320752_gab', '1178904771538890752_twitter', '1179098202282369024_twitter', '17548742_gab', '4055533_gab', '1177591117862330368_twitter', '2395752_gab', '10438055_gab', '15979921_gab', '20794495_gab', '1178871873465131008_twitter', '27149193_gab', '19011232_gab', '1178852164438917120_twitter', '20201706_gab']"
4,"['5219517_gab', '26269323_gab', '1179090847964581888_twitter', '13049396_gab', '1178780071252889602_twitter', '1178729017303810048_twitter', '1089831597774274567_twitter', '13173409_gab', '17639966_gab', '4934708_gab', '15062922_gab', '12864664_gab', '21419884_gab', '14441243_gab', '1632755_gab', '25852454_gab', '1178779834039853056_twitter', '1178545338602311680_twitter', '1177915478674534401_twitter', '13001147_gab']"
5,"['19734849_gab', '1179072928484352006_twitter', '1179104942910402561_twitter', '1179013693507391488_twitter', '1178751837026938880_twitter', '1179013390532009985_twitter', '1179092292436660224_twitter', '1178430921156042753_twitter', '1178799138537967620_twitter', '1179086469169897472_twitter', '1179104957825519616_twitter', '1178773245534916608_twitter', '1178836489486118923_twitter', '1178774802200485893_twitter', '1178345903821905926_twitter', '1179091274915143680_twitter', '1179064190822170624_twitter', '1179015709302542337_twitter', '1179105074267774977_twitter', '1178782405492170754_twitter']"
6,"['12824687_gab', '21854608_gab', '1116841221048209408_twitter', '1089954688030494720_twitter', '18968305_gab', '1092791274841694213_twitter', '1104278785636089856_twitter', '15764784_gab', '1144330047756443648_twitter', '1143718593705783302_twitter', '1186658804336910336_twitter', '1090049542194573312_twitter', '3572917_gab', '26094518_gab', '1181346131122348032_twitter', '1173807914034679808_twitter', '1116794085476409344_twitter', '1179105270347128832_twitter', '12579712_gab', '13016067_gab']"
7,"['9988900_gab', '1115856536876847105_twitter', '1092728972679426048_twitter', '1160702387574706176_twitter', '1142263124092956672_twitter', '1109531446757281793_twitter', '1084086613481844736_twitter', '1104286696089309184_twitter', '14568912_gab', '10758876_gab', '1187917816948756481_twitter', '1174860386538909697_twitter', '1181254867228250112_twitter', '4160017_gab', '1170677251978846209_twitter', '1171243558528942080_twitter', '1090022971303968771_twitter', '26405922_gab', '1087070600697446401_twitter', '19573156_gab']"
8,"['1092216453867159553_twitter', '1109918186739122176_twitter', '1122401198831652865_twitter', '1118625457010823169_twitter', '1085471174178541568_twitter', '1088895143925567488_twitter', '1184640429733474304_twitter', '1170475669530271744_twitter', '1104805875456360448_twitter', '1165560301753790464_twitter', '1179069105795502080_twitter', '1104904416430194688_twitter', '1187767526647828480_twitter', '1085130085009711104_twitter', '1174346630432198657_twitter', '1187130390894600194_twitter', '1082496842233860096_twitter', '1122710738450227203_twitter', '1122704476358545409_twitter', '1185640897091919873_twitter']"
9,"['1178992429485047808_twitter', '7573319_gab', '1178310103742734337_twitter', '23617885_gab', '1178840543691988998_twitter', '1178704722343219200_twitter', '1178853282489524228_twitter', '21088573_gab', '1179084997002698752_twitter', '14644305_gab', '1179100135315390464_twitter', '1179099704698605573_twitter', '19255529_gab', '6296007_gab', '17233111_gab', '1178997066648948736_twitter', '1179036265573826565_twitter', '21943672_gab', '15174706_gab', '1179093034518171649_twitter']"
10,"['1178320408292057091_twitter', '1177674077772881921_twitter', '1178695628651552770_twitter', '1178847458111184897_twitter', '1179076585703530497_twitter', '1178694945319858184_twitter', '1178812336204894208_twitter', '1178771669336416256_twitter', '1178733429434834945_twitter', '1179090003873456129_twitter', '1178842370181234693_twitter', '1178242529927614464_twitter', '1179049273872154625_twitter', '1178963215180541953_twitter', '1178749724372791296_twitter', '1179069027546783746_twitter', '23238254_gab', '19756575_gab', '1179087676894412801_twitter', '1178522269867544577_twitter']"
