annotator_id,text_ids
0,"['ef77ecy', 'eedj4au', 'efa770d', 'ed2hqj5', 'ede4o2v', 'ee681md', 'edpwpju', 'ed21ugn', 'edrwj9z', 'edf65h3', 'efdcrr9', 'efesin1', 'edzup9f', 'edps7kr', 'ef4iykr', 'edgfjhm', 'ed7agut', 'ee93aaf', 'edndst3', 'edy9r0a']"
1,"['eeents9', 'eezx9mi', 'ee8kvt0', 'edfylob', 'effla1v', 'eexk5l0', 'ed584p5', 'ef9urao', 'efc40zu', 'eejam6j', 'ed9gzk1', 'edcsbk6', 'eewzl08', 'ee2k304', 'ees4p28', 'edn14hb', 'edxe4hh', 'edj3z4d', 'efebidd', 'eewomh7']"
2,"['eegp95p', 'edfdvwa', 'edrrjv1', 'edm6q3s', 'ef8ujqq', 'eea7tcz', 'edpnq8t', 'ee5z2kr', 'eebz0rt', 'efehqi1', 'eecyjmg', 'ed7kjyz', 'edrtk9a', 'efasb6d', 'eeioura', 'efgnbn1', 'edp93os', 'eczbdg4', 'eetbwh4', 'efem13i']"
3,"['ee7pmv2', 'eezlv9p', 'eew81df', 'ee0e3ct', 'edurxen', 'eekxphz', 'eecpctz', 'efd079m', 'efbvven', 'ediw6ab', 'ef4hphz', 'eesozdu', 'ed9yzxd', 'eem52g7', 'edttdfl', 'edgdp79', 'ee3nnme', 'edixi8z', 'eeiw8kf', 'ee9nc9z']"
4,"['ef8x267', 'ef8jsqd', 'efckr9y', 'ed9zir4', 'eeb72kj', 'edkmrou', 'ed4g81o', 'ee0n9ix', 'edboboe', 'eem0hs3', 'ee2c0ms', 'eczdt62', 'ee7ulwp', 'ef44bwo', 'eebosi3', 'eeufesk', 'eez80lt', 'eecwmbq', 'eetah0o', 'ee97yt5']"
5,"['ee23ppc', 'edv5fsz', 'efbap5u', 'ediya6s', 'edooupi', 'ed89jwz', 'edka0jo', 'ed99wiw', 'ee5bdw6', 'eel9gc7', 'ef8s0a3', 'edrhqi7', 'ed87r4d', 'efgmon3', 'efeuk74', 'ediaqmz', 'edpruc8', 'ed35qgo', 'eduiukq', 'edcpb25']"
6,"['ed2rbct', 'edd8vu7', 'ed9fm3q', 'eepc73g', 'ed8z3iv', 'ee0gq9s', 'eeoid4o', 'edaegtk', 'edrmoix', 'ed4w0t7', 'ee4cpo6', 'ee8neql', 'ee4igms', 'eeakbia', 'ee3441j', 'eewgjyx', 'ee6orlu', 'ef5q3vp', 'eeuz83p', 'eec5w33']"
7,"['eewgr0w', 'eey4jh0', 'eersrrt', 'ef633o6', 'eezof7b', 'ef4beb7', 'efc2r66', 'ed61h49', 'edgvfe2', 'eeq6wik', 'eeibfsv', 'efh2h3o', 'ed3rllp', 'eeth4um', 'eela09q', 'eeu206x', 'ed6q398', 'eerzeix', 'edo5joy', 'edfs4ek']"
8,"['edaqx3a', 'edfzs0t', 'ed5c5wi', 'ee400k7', 'eevh1zo', 'ed8ooc0', 'ediyzgi', 'edkuxit', 'eegfjlp', 'efetlxf', 'eey1ymk', 'eeo7k2b', 'eeyjjcb', 'ed9npav', 'ed4q26x', 'edh5vmp', 'ee4ubyj', 'efcxhbb', 'eeze9fu', 'eew6gal']"
9,"['eda2a68', 'ee2jj95', 'edoell9', 'ef1x8ra', 'edsazhn', 'eedro7a', 'edb6lwj', 'eexwfnu', 'eecxrcj', 'ednedzn', 'ef787uz', 'eeu924t', 'eexk2dr', 'ef7jm7c', 'ef0zqce', 'eeptlmm', 'ee8129v', 'ef83bvp', 'ed76wz1', 'effmds5']"
10,"['edjdauc', 'edxn2in', 'ed5f85d', 'eef4oo3', 'edxmmju', 'ee7ng73', 'edp4pp4', 'ee3n6xl', 'ee3ikas', 'eeo75zs', 'ee96i70', 'efel8qu', 'edwijml', 'eef7r6i', 'eeb5dng', 'efglr5u', 'edhj67j', 'edprirt', 'efa6390', 'edl7ks1']"
11,"['eet5065', 'eczmlkj', 'edx7z3n', 'ed5i8li', 'ed6u0q4', 'ee8gvrn', 'eemvs3w', 'edmvfdn', 'eeeobwh', 'efdnn9c', 'edd5tdy', 'edkfb8f', 'ef4c913', 'ee644vj', 'ed7ixsv', 'een13oi', 'eem22bi', 'eelumn1', 'ed124r6', 'ee2084z']"
12,"['edihnax', 'ed1gpkb', 'edg1jsi', 'ed8wtld', 'ee307gj', 'ed1nc8c', 'eff7zuv', 'eepys50', 'efcjvyp', 'ee0ddk1', 'efdkeiw', 'efengfx', 'ed9kf0i', 'eedw8w1', 'edovahm', 'edflg2g', 'eeart9p', 'ee5ya78', 'ef41rkk', 'edog0xh']"
13,"['efa02bk', 'eelzddq', 'eeqkb6e', 'efaht4q', 'edieomi', 'ee56f9m', 'edq5xbg', 'ef2irge', 'edj30sf', 'ed16bmb', 'ed9yp9k', 'eexfo1h', 'eczszn6', 'ed41f9o', 'ef5sypg', 'ee18x0e', 'eera8bn', 'eegcof4', 'ef2frnx', 'edr65ed']"
14,"['efdzo97', 'edwyx8s', 'eedrhhd', 'edo8v3z', 'ed6j5va', 'efalm6o', 'ee5mm6i', 'edxag0k', 'edjdsb6', 'edcjydk', 'ee4t3ef', 'eel4lhl', 'efh1u5b', 'eej1phc', 'edtnwpp', 'edw6zja', 'eehpovo', 'ee4bdl0', 'ef87omk', 'edelqqn']"
15,"['eed34xr', 'eeeqymc', 'ed9cy7t', 'edtim6e', 'edoerl4', 'ees8t88', 'ef9wfsk', 'ed164dh', 'ed1708r', 'eddwqa9', 'ef56vi1', 'ee6c8k2', 'edkfe3k', 'ef54emz', 'ediik76', 'ef7idxx', 'eeoa608', 'eff92us', 'eddx67e', 'ed89ye7']"
16,"['ed5cuw6', 'ef73r3j', 'edu6dl8', 'eek7x5m', 'eex2bl3', 'ee0lolg', 'edfquk0', 'ee3vlwa', 'ef606x3', 'eeybddl', 'eezvncy', 'ee1cmiv', 'eesha7o', 'ef57gj8', 'eekfsir', 'eeoa608', 'edauvy5', 'eephzhz', 'een3v85', 'ef74c6h']"
17,"['efh8n1f', 'ed8nubj', 'ed1w9t1', 'ee2uwyq', 'eemanhm', 'eetknzu', 'ed8gtjf', 'eebme6s', 'eebxyll', 'ed4wiqe', 'eebukeo', 'edd87ln', 'ef1pw0u', 'edo3yif', 'eexjw4o', 'edcyp9j', 'edmuvgs', 'eeyibw0', 'ed64e3h', 'edbyjvx']"
18,"['ed486al', 'eewwnon', 'edmnwpc', 'eehvzdn', 'eetibyd', 'ed102yg', 'eenknk9', 'ed7ti2e', 'eeqcsfc', 'ee4ws36', 'eezi9kz', 'edr7f8y', 'edy0w6h', 'ef9921d', 'edm58b4', 'edtaxhn', 'edizbt5', 'eeftrma', 'edxfw8k', 'ee494k8']"
19,"['eeob3yo', 'ee6a3n5', 'ee0xyyg', 'efetwh0', 'efbf3vx', 'ed17nps', 'eepg5up', 'eeesqau', 'ed05jes', 'ef29fyk', 'ee6u7pw', 'ee2ng4o', 'eds9ca0', 'ee7qzgi', 'ee1fxsn', 'eeqmor1', 'edpyqcu', 'eefkfc7', 'ee6hq6q', 'eeoo01y']"
20,"['eduatr1', 'edlo38w', 'eer6cua', 'ee7nxkr', 'edkolqv', 'edwyypz', 'ef1s6wt', 'ee3ns48', 'edyil7f', 'edezqdd', 'edrvxvk', 'efe4oje', 'ed9hw2m', 'edyau0o', 'eevd07u', 'eeq60rd', 'ed6gq9t', 'edoavl3', 'edwjis1', 'ede4o2v']"
21,"['eeltjy1', 'edwq80v', 'ef95ppg', 'edcd37y', 'ee3lsk2', 'ef5x6k7', 'ef122l2', 'edtpus5', 'eeayk1h', 'ee2zen1', 'edwyt5h', 'edo4dsv', 'ef4nkye', 'eew9hhh', 'ef73r3j', 'efer7qg', 'eekr2na', 'effcbjz', 'eeb1tcc', 'eew6t0f']"
22,"['edk172r', 'edhyt1w', 'eczmlkj', 'efh96im', 'ee5oadk', 'efg9ycl', 'efb1n7r', 'edbcwyw', 'eec22hg', 'ed5b0mf', 'ed9srty', 'edga3rn', 'eex7sjj', 'eezpase', 'eeqk3to', 'edojfhv', 'eenzzya', 'ee0n1oz', 'ee1y6nk', 'eer4ugh']"
23,"['eeb11v0', 'eelzima', 'eeljdl3', 'eda09a2', 'eep3n6t', 'ednksk3', 'edjq6hv', 'ednk6hr', 'edax3au', 'eea6yzy', 'ee00130', 'eeny76q', 'eey5g07', 'eeq0w9l', 'eej8v15', 'edvw6va', 'edbvkxe', 'eepu6oo', 'ed5j3ad', 'ed41i01']"
24,"['efer7bt', 'eezqum9', 'edxv6go', 'eedcsjd', 'eejk9nq', 'ed5lq4x', 'ef1zg87', 'efemrrg', 'efd9kjd', 'ed1ndva', 'ed6cqtx', 'edyln10', 'edaalax', 'eez9nt6', 'eepgvcw', 'eeo5x0u', 'eetdm2z', 'edolebs', 'edqpa1o', 'edc3l8g']"
25,"['eegpy8e', 'eenjasg', 'ed4kpj0', 'ed2or63', 'edy84ch', 'eer0949', 'ef4703k', 'ee9xk8z', 'edqy7bh', 'ef1je1r', 'een37qx', 'ee9jtk8', 'eet4otg', 'ef8qpur', 'efec8t6', 'ed0lc5y', 'eeo0df9', 'edlmnz2', 'eejx7sa', 'eet8biz']"
