annotator_id,text_ids
0,"[119, 67, 124, 217, 106, 267, 148, 235, 259, 54, 189, 18, 173, 245, 270, 320, 319, 238, 29, 187]"
1,"[282, 122, 105, 311, 326, 222, 154, 296, 1, 50, 343, 322, 283, 272, 101, 297, 73, 384, 276, 157]"
2,"[466, 426, 489, 437, 457, 465, 518, 529, 428, 408, 424, 591, 532, 523, 473, 569, 464, 477, 490, 563]"
3,"[983, 919, 964, 944, 899, 876, 850, 928, 841, 975, 867, 826, 896, 823, 809, 825, 833, 963, 955, 831]"
4,"[948, 1020, 841, 1185, 864, 1048, 1157, 1094, 1196, 911, 814, 998, 887, 855, 832, 845, 822, 1092, 819, 1028]"
5,"[1214, 1255, 1478, 1338, 1432, 1519, 1440, 1222, 1352, 1350, 1579, 1477, 1531, 1514, 1286, 1280, 1306, 1509, 1516, 1354]"
6,"[1525, 1292, 1589, 1326, 1491, 1373, 1287, 1529, 1283, 1234, 1497, 1254, 1247, 1530, 1408, 1257, 1304, 1235, 1396, 1556]"
7,"[1718, 1643, 1777, 1678, 1688, 1709, 1676, 1790, 1967, 1644, 1918, 1925, 1964, 1659, 1969, 1908, 1832, 1824, 1875, 1630]"
8,"[1717, 1663, 1921, 1634, 1792, 1633, 1963, 1998, 1620, 1978, 1780, 1906, 1679, 1773, 1683, 1904, 1777, 1748, 1846, 1672]"
9,"[2224, 2200, 2174, 2237, 2058, 2103, 2222, 2080, 2025, 2056, 2043, 2098, 2001, 2257, 2181, 2064, 2005, 2176, 2197, 2183]"
10,"[2177, 2184, 2141, 2098, 2321, 2036, 2013, 2187, 2332, 2066, 2380, 2385, 2182, 2058, 2311, 2216, 2007, 2129, 2145, 2226]"
11,"[2665, 2683, 2650, 2470, 2468, 2435, 2712, 2622, 2591, 2731, 2664, 2535, 2758, 2491, 2701, 2500, 2792, 2767, 2419, 2588]"
12,"[2536, 2689, 2603, 2618, 2658, 2465, 2420, 2458, 2645, 2584, 2609, 2441, 2673, 2786, 2509, 2581, 2783, 2768, 2736, 2533]"
13,"[2910, 2836, 2974, 2867, 2880, 2897, 2940, 2944, 2828, 2956, 2925, 2824, 2977, 2859, 2937, 2807, 2952, 2866, 2820, 2915]"
14,"[2953, 2894, 2887, 2985, 2976, 2817, 2836, 2950, 3043, 3141, 3093, 2832, 3197, 3176, 2814, 3037, 3155, 3102, 3044, 3027]"
15,"[3355, 3236, 3206, 3516, 3410, 3546, 3379, 3496, 3344, 3411, 3401, 3347, 3426, 3585, 3461, 3399, 3553, 3270, 3365, 3317]"
16,"[3204, 3428, 3359, 3448, 3269, 3291, 3216, 3275, 3393, 3210, 3579, 3306, 3258, 3559, 3335, 3584, 3256, 3288, 3376, 3387]"
17,"[3771, 3905, 3932, 3921, 3829, 3949, 3626, 3924, 3650, 3778, 3825, 3937, 3722, 3974, 3731, 3931, 3766, 3741, 3775, 3600]"
18,"[3677, 3868, 3962, 3977, 3650, 3719, 3744, 3611, 3928, 3801, 3622, 3695, 3635, 3981, 3908, 3903, 3609, 3773, 3625, 3721]"
19,"[4163, 4270, 4238, 4097, 4375, 4013, 4052, 4071, 4203, 4057, 4138, 4004, 4241, 4207, 4344, 4083, 4386, 4017, 4215, 4130]"
20,"[4450, 4583, 4795, 4769, 4588, 4615, 4613, 4725, 4531, 4474, 4532, 4717, 4660, 4616, 4701, 4459, 4515, 4639, 4626, 4409]"
21,"[4640, 4422, 4402, 4719, 4488, 4660, 4631, 4624, 4515, 4553, 4492, 4534, 4794, 4788, 4408, 4689, 4717, 4787, 4590, 4538]"
22,"[5012, 4879, 5070, 5106, 5071, 5104, 5100, 4906, 4869, 5151, 5041, 4949, 5025, 4870, 5182, 5073, 5078, 5114, 4948, 4968]"
23,"[5208, 5327, 5414, 5256, 5481, 5477, 5363, 5455, 5428, 5482, 5596, 5370, 5535, 5555, 5513, 5322, 5364, 5578, 5245, 5480]"
24,"[5717, 5781, 5704, 5963, 5661, 5610, 5766, 5698, 5729, 5692, 5623, 5613, 5635, 5791, 5790, 5936, 5731, 5969, 5638, 5759]"
