annotator_id,text_ids
0,"[102, 18, 41, 39, 267, 90, 205, 92, 224, 207, 141, 191, 86, 139, 68, 150, 263, 65, 75, 53]"
1,"[150, 99, 394, 58, 113, 81, 299, 356, 248, 154, 287, 255, 256, 45, 320, 343, 197, 314, 184, 364]"
2,"[468, 476, 577, 549, 494, 593, 586, 534, 507, 415, 487, 576, 428, 582, 528, 521, 532, 449, 591, 473]"
3,"[926, 914, 916, 809, 981, 852, 848, 806, 842, 868, 804, 837, 915, 826, 996, 807, 894, 987, 937, 844]"
4,"[1115, 1062, 1077, 901, 808, 1038, 1142, 1143, 842, 1187, 825, 897, 800, 841, 886, 1174, 953, 978, 853, 1051]"
5,"[1235, 1314, 1319, 1298, 1349, 1553, 1425, 1520, 1510, 1356, 1388, 1386, 1354, 1363, 1279, 1593, 1368, 1203, 1532, 1211]"
6,"[1303, 1479, 1495, 1428, 1538, 1245, 1432, 1597, 1590, 1485, 1598, 1386, 1563, 1235, 1295, 1521, 1424, 1592, 1499, 1588]"
7,"[1886, 1865, 1930, 1953, 1937, 1743, 1808, 1841, 1980, 1626, 1691, 1797, 1688, 1940, 1959, 1786, 1659, 1721, 1692, 1701]"
8,"[1728, 1905, 1797, 1962, 1959, 1844, 1839, 1845, 1664, 1928, 1679, 1996, 1923, 1830, 1611, 1858, 1916, 1626, 1762, 1710]"
9,"[2210, 2111, 2209, 2256, 2064, 2098, 2286, 2124, 2222, 2055, 2269, 2291, 2180, 2040, 2193, 2161, 2063, 2186, 2048, 2216]"
10,"[2221, 2310, 2140, 2260, 2237, 2180, 2392, 2081, 2191, 2232, 2285, 2050, 2352, 2119, 2102, 2058, 2230, 2273, 2384, 2136]"
11,"[2681, 2414, 2691, 2769, 2593, 2522, 2676, 2515, 2601, 2433, 2624, 2729, 2754, 2747, 2424, 2725, 2679, 2686, 2488, 2415]"
12,"[2429, 2675, 2407, 2578, 2502, 2497, 2495, 2657, 2410, 2706, 2715, 2663, 2643, 2478, 2736, 2690, 2487, 2778, 2520, 2676]"
13,"[2837, 2807, 2904, 2804, 2899, 2864, 2879, 2937, 2892, 2974, 2963, 2839, 2877, 2875, 2823, 2952, 2889, 2909, 2964, 2961]"
14,"[2878, 3171, 3085, 3184, 2909, 3125, 3093, 2963, 3102, 2953, 2837, 2939, 2868, 3139, 3092, 3177, 3138, 3151, 2818, 3012]"
15,"[3268, 3226, 3469, 3236, 3485, 3595, 3208, 3278, 3462, 3287, 3437, 3271, 3200, 3365, 3376, 3520, 3272, 3405, 3342, 3346]"
16,"[3359, 3269, 3527, 3371, 3424, 3406, 3296, 3507, 3336, 3232, 3240, 3501, 3417, 3541, 3587, 3313, 3284, 3511, 3533, 3436]"
17,"[3761, 3804, 3821, 3670, 3809, 3663, 3954, 3894, 3752, 3875, 3811, 3834, 3657, 3615, 3792, 3923, 3627, 3687, 3793, 3979]"
18,"[3667, 3863, 3727, 3944, 3955, 3701, 3940, 3914, 3962, 3659, 3865, 3750, 3698, 3719, 3600, 3906, 3694, 3951, 3984, 3909]"
19,"[4096, 4392, 4295, 4315, 4321, 4227, 4267, 4036, 4208, 4268, 4150, 4066, 4204, 4207, 4266, 4344, 4155, 4205, 4346, 4226]"
20,"[4795, 4432, 4665, 4403, 4774, 4699, 4476, 4446, 4641, 4580, 4475, 4492, 4789, 4526, 4717, 4691, 4416, 4460, 4552, 4544]"
21,"[4734, 4787, 4688, 4749, 4753, 4475, 4604, 4654, 4473, 4763, 4476, 4665, 4407, 4479, 4650, 4617, 4727, 4588, 4557, 4402]"
22,"[4865, 4873, 5045, 5068, 5072, 5101, 5085, 5136, 5193, 5018, 4901, 5091, 4921, 4996, 5066, 4946, 5102, 4927, 5155, 4932]"
23,"[5498, 5536, 5416, 5407, 5277, 5299, 5291, 5438, 5399, 5354, 5589, 5318, 5394, 5439, 5428, 5340, 5222, 5423, 5325, 5455]"
24,"[5734, 5932, 5693, 5825, 5609, 5619, 5600, 5961, 5829, 5622, 5640, 5759, 5618, 5791, 5997, 5748, 5736, 5954, 5729, 5869]"
