annotator_id,text_ids
5814726,"[2046134462, 2046134435, 2046134407, 2046134491, 2046134478, 2046134841, 2046134444, 2046134823, 2046134787, 2046134438, 2046134448, 2046134660, 2046134735, 2046134560, 2046134570, 2046134707, 2046134690, 2046134519, 2046134605, 2046134436]"
6338946,"[2046134687, 2046134649, 2046134816, 2046134804, 2046134516, 2046134740, 2046134670, 2046134833, 2046134467, 2046134492, 2046134768, 2046134530, 2046134377, 2046134821, 2046134523, 2046134325, 2046134584, 2046134707, 2046134407, 2046134781]"
6377879,"[2164631930, 2254074948, 1739444127, 2254074967, 1739447410, 1739457261, 1739458027, 2046134356, 1739442792, 1739449636, 1739463418, 1739449667, 1739461607, 1739472091, 1739440448, 1739461846, 1739454370, 1739442684, 1739458581, 1739443765]"
6409472,"[2046134549, 2046134451, 2046134458, 2046134712, 2046134543, 2046134837, 2046134615, 2046134462, 2046134472, 2046134514, 2046134779, 2046134672, 2046134765, 2046134654, 2046134789, 2046134668, 2046134651, 2046134589, 2046134613, 2046134810]"
6713206,"[2046134458, 2046134478, 2046134451, 2046134462, 2046134325, 2046134804, 2046134500]"
10390268,"[1739463233, 1739451708, 1739470270, 1739448099, 1739441805, 1739441961, 1739442922, 1739441948, 1739461199, 1739455632, 1739443360, 1739472073, 1739443218, 1739443439, 1739442189, 1739447082, 1739445888, 1739459216, 1739441188, 1739443406]"
13581319,"[2254074596, 2046134804, 2254074923, 2327195976, 2164631947, 2327178173, 2164631959, 2327198084, 2254075074, 2254074883, 2327205230, 2254074732, 2164631931, 2254075141, 2327214734, 2254075122, 2327205798, 2046134571, 2327209581, 2164631935]"
13842059,"[1739441482, 1739441901, 1739467877, 1739441361, 1739442242, 1739442368, 1740356728, 1746210519, 1739456725, 1739443237, 1740356706, 1739455851, 1739464328, 1739442846, 1739464648, 1739447398, 1739457291, 1739472507, 1739441890, 1740356724]"
14070474,"[2046134514, 2046134451, 2046134832, 2046134523, 2046134415, 2046134458, 2046134462, 2046134598, 2046134720, 2046134787, 2046134500, 2046134688, 2046134798, 2046134722]"
14408644,"[1739443653, 1739442075, 1739443376, 1740356692, 1739442389, 1739443507, 1739442992, 1739442736, 1739442183, 1740356696, 1740356724, 1739442963, 1739442530, 1739443555, 1739442522, 1739441903, 1739441904, 1739443252, 1739442997, 1739442967]"
14475688,"[1739462815, 1739456529, 1739463120, 1739465921, 1739458001, 1739467965, 1739440441, 1739456420, 1739448215, 1739449839, 1739450223, 1739463610, 1739469369, 1739457762, 1739470840, 1739472053, 1747073155, 1739440436, 1739460700, 1739461895]"
14723284,"[2297540667, 2164631621, 2254075044, 2297540375, 2297540305, 2297540372, 2297540082, 2297539882, 2297540747, 2297540514, 2297540044, 2164631995, 2254074490, 2297540100, 2254074987, 2254075036, 2297540640, 2297540420, 2297540617, 2164631828]"
15298546,"[2046134570, 2254074868, 2046134649, 2164632160, 2046134537, 2254074480, 2254074265, 2046134448, 2046134523, 2046134566, 2254074346, 2254074718, 2046134839, 2046134665, 2254074204, 2046134450, 2046134784, 2046134516, 2254075016, 2254074922]"
15577915,"[2046134523, 2046134478, 2046134537, 2046134649, 2046134462, 2046134804, 2046134377]"
17008499,"[1739446189, 1739447122, 1739450004, 1739449151, 1739472024, 1739454206, 1739453362, 1739449826, 1739450135, 1739469592, 1746210511, 1739449959, 1739446241, 1739471506, 1739449126, 1739465328, 1739450535, 1748704996, 1739469291, 1739461744]"
17739044,"[1739457537, 1739465748, 1739460973, 1739471206, 1740356726, 1739461997, 1739445507, 1739440427, 1746210504, 1740356732, 1746210507, 1739471611, 1739463301, 1739468194, 1740356710, 1739469386, 1739447368, 1739460087, 1739458162, 1739452291]"
18045742,"[2046134837, 2046134712, 2046134580, 2046134415, 2046134478, 2046134440, 2046134717, 2046134538, 2046134481, 2046134772, 2046134816, 2046134630, 2046134536, 2046134500, 2046134766, 2046134609, 2046134809, 2046134711, 2046134678, 2046134446]"
18668290,"[2327197066, 2319155715, 2319156608, 2319155889, 2327196029, 2319157526, 2327196005, 2319157303, 2327196314, 2319157174, 2319156943, 2319155835, 2327198206, 2319157819, 2327195655, 2319155675, 2327197247, 2327197362, 2319157771, 2327197430]"
